ticker,groupe,pea
LBRDA,USA - Nasdaq,0
LCII,USA - Nasdaq,0
LECO,USA - Nasdaq,0
LESL,USA - Nasdaq,0
LGIH,USA - Nasdaq,0
LGND,USA - Nasdaq,0
LHCG,USA - Nasdaq,0
LITE,USA - Nasdaq,0
LIVN,USA - Nasdaq,0
LMAT,USA - Nasdaq,0
LNTH,USA - Nasdaq,0
LPLA,USA - Nasdaq,0
LPSN,USA - Nasdaq,0
LQDT,USA - Nasdaq,0
LSTR,USA - Nasdaq,0
LUNA,USA - Nasdaq,0
LWAY,USA - Nasdaq,0
LYFT,USA - Nasdaq,0
LYRA,USA - Nasdaq,0
MARA,USA - Nasdaq,0
MASI,USA - Nasdaq,0
MAXN,USA - Nasdaq,0
MBLY,USA - Nasdaq,0
MDGL,USA - Nasdaq,0
MEDP,USA - Nasdaq,0
MELI,USA - Nasdaq,0
MGNI,USA - Nasdaq,0
MIRM,USA - Nasdaq,0
MLKN,USA - Nasdaq,0
MMSI,USA - Nasdaq,0
MNKD,USA - Nasdaq,0
MNMD,USA - Nasdaq,0
MNTV,USA - Nasdaq,0
MODN,USA - Nasdaq,0
MORN,USA - Nasdaq,0
MOTS,USA - Nasdaq,0
MRUS,USA - Nasdaq,0
MRVL,USA - Nasdaq,0
MSTR,USA - Nasdaq,0
MTSI,USA - Nasdaq,0
MYGN,USA - Nasdaq,0
MYOV,USA - Nasdaq,0
MYRG,USA - Nasdaq,0
NARI,USA - Nasdaq,0
NAUT,USA - Nasdaq,0
NKLA,USA - Nasdaq,0
NKTR,USA - Nasdaq,0
NLIT,USA - Nasdaq,0
NOVA,USA - Nasdaq,0
NRIX,USA - Nasdaq,0
NTNX,USA - Nasdaq,0
NTST,USA - Nasdaq,0
NVAX,USA - Nasdaq,0
NVEI,USA - Nasdaq,0
NVST,USA - Nasdaq,0
NXST,USA - Nasdaq,0
OBIT,USA - Nasdaq,0
OCGN,USA - Nasdaq,0
OFIX,USA - Nasdaq,0
OKTA,USA - Nasdaq,0
OLED,USA - Nasdaq,0
OMCL,USA - Nasdaq,0
OMGA,USA - Nasdaq,0
ONTO,USA - Nasdaq,0
OPEN,USA - Nasdaq,0
OPRA,USA - Nasdaq,0
OSAT,USA - Nasdaq,0
PACB,USA - Nasdaq,0
PAGS,USA - Nasdaq,0
PATK,USA - Nasdaq,0
PAYO,USA - Nasdaq,0
PCVX,USA - Nasdaq,0
PDCE,USA - Nasdaq,0
PDCO,USA - Nasdaq,0
PENN,USA - Nasdaq,0
PHAT,USA - Nasdaq,0
PINC,USA - Nasdaq,0
PINS,USA - Nasdaq,0
PIXY,USA - Nasdaq,0
PKST,USA - Nasdaq,0
PLAB,USA - Nasdaq,0
PLTK,USA - Nasdaq,0
PLUG,USA - Nasdaq,0
PNFP,USA - Nasdaq,0
PNTG,USA - Nasdaq,0
PORT,USA - Nasdaq,0
POWL,USA - Nasdaq,0
POWI,USA - Nasdaq,0
PRCL,USA - Nasdaq,0
PRFT,USA - Nasdaq,0
PRGS,USA - Nasdaq,0
PRPL,USA - Nasdaq,0
PRTA,USA - Nasdaq,0
PRTK,USA - Nasdaq,0
PRVA,USA - Nasdaq,0
PSFE,USA - Nasdaq,0
PSNL,USA - Nasdaq,0
PTGX,USA - Nasdaq,0
PTRA,USA - Nasdaq,0
PTVE,USA - Nasdaq,0
PUBM,USA - Nasdaq,0
PYCR,USA - Nasdaq,0
PYTM,USA - Nasdaq,0
QDEL,USA - Nasdaq,0
QFIN,USA - Nasdaq,0
QNST,USA - Nasdaq,0
QLYS,USA - Nasdaq,0
QTWO,USA - Nasdaq,0
RAMP,USA - Nasdaq,0
RARE,USA - Nasdaq,0
RCKT,USA - Nasdaq,0
RDNT,USA - Nasdaq,0
REAL,USA - Nasdaq,0
RELY,USA - Nasdaq,0
RGEN,USA - Nasdaq,0
RLAY,USA - Nasdaq,0
RMBS,USA - Nasdaq,0
RMED,USA - Nasdaq,0
RMNI,USA - Nasdaq,0
ROIC,USA - Nasdaq,0
ROKU,USA - Nasdaq,0
RPAY,USA - Nasdaq,0
RPRX,USA - Nasdaq,0
RPTX,USA - Nasdaq,0
RRBI,USA - Nasdaq,0
RVNC,USA - Nasdaq,0
RVMD,USA - Nasdaq,0
RXRX,USA - Nasdaq,0
RYTM,USA - Nasdaq,0
SAGE,USA - Nasdaq,0
SAIA,USA - Nasdaq,0
SAMA,USA - Nasdaq,0
SBGI,USA - Nasdaq,0
SBRA,USA - Nasdaq,0
SCNI,USA - Nasdaq,0
SEER,USA - Nasdaq,0
SENS,USA - Nasdaq,0
SHAK,USA - Nasdaq,0
SHOP,USA - Nasdaq,0
SILK,USA - Nasdaq,0
SITE,USA - Nasdaq,0
SITM,USA - Nasdaq,0
SLDB,USA - Nasdaq,0
SLNO,USA - Nasdaq,0
SMBC,USA - Nasdaq,0
SMAR,USA - Nasdaq,0
SMMT,USA - Nasdaq,0
SMPL,USA - Nasdaq,0
SNDX,USA - Nasdaq,0
SOFI,USA - Nasdaq,0
SOUN,USA - Nasdaq,0
SPCE,USA - Nasdaq,0
SPOK,USA - Nasdaq,0
SPSC,USA - Nasdaq,0
SRDX,USA - Nasdaq,0
SREV,USA - Nasdaq,0
SRPT,USA - Nasdaq,0
SSTI,USA - Nasdaq,0
STAA,USA - Nasdaq,0
STNE,USA - Nasdaq,0
STOK,USA - Nasdaq,0
STRA,USA - Nasdaq,0
SUMO,USA - Nasdaq,0
SUUN,USA - Nasdaq,0
SWAV,USA - Nasdaq,0
SWTX,USA - Nasdaq,0
SYBT,USA - Nasdaq,0
SYNH,USA - Nasdaq,0
TARS,USA - Nasdaq,0
TASK,USA - Nasdaq,0
TBPH,USA - Nasdaq,0
TCBK,USA - Nasdaq,0
TCMD,USA - Nasdaq,0
TDOC,USA - Nasdaq,0
TENB,USA - Nasdaq,0
TGTX,USA - Nasdaq,0
TIGR,USA - Nasdaq,0
TILE,USA - Nasdaq,0
TMDX,USA - Nasdaq,0
TMST,USA - Nasdaq,0
TNDM,USA - Nasdaq,0
TNET,USA - Nasdaq,0
TORC,USA - Nasdaq,0
TPIC,USA - Nasdaq,0
TPTX,USA - Nasdaq,0
TREE,USA - Nasdaq,0
TRIN,USA - Nasdaq,0
TRIP,USA - Nasdaq,0
TRMK,USA - Nasdaq,0
TRNC,USA - Nasdaq,0
TRUP,USA - Nasdaq,0
TTEC,USA - Nasdaq,0
TTGT,USA - Nasdaq,0
TUSK,USA - Nasdaq,0
TWKS,USA - Nasdaq,0
TZOO,USA - Nasdaq,0
UDMY,USA - Nasdaq,0
ULCC,USA - Nasdaq,0
UPST,USA - Nasdaq,0
URBN,USA - Nasdaq,0
USPH,USA - Nasdaq,0
VCNX,USA - Nasdaq,0
VCYT,USA - Nasdaq,0
VERI,USA - Nasdaq,0
VIEW,USA - Nasdaq,0
VIGL,USA - Nasdaq,0
VIRT,USA - Nasdaq,0
VITL,USA - Nasdaq,0
VIVO,USA - Nasdaq,0
VNDA,USA - Nasdaq,0
VNET,USA - Nasdaq,0
VNRX,USA - Nasdaq,0
VONE,USA - Nasdaq,0
VRNA,USA - Nasdaq,0
VRNS,USA - Nasdaq,0
VRNT,USA - Nasdaq,0
VSAT,USA - Nasdaq,0
VSCO,USA - Nasdaq,0
VSTA,USA - Nasdaq,0
VTGN,USA - Nasdaq,0
VTOL,USA - Nasdaq,0
VYGR,USA - Nasdaq,0
VZIO,USA - Nasdaq,0
WASH,USA - Nasdaq,0
WCLD,USA - Nasdaq,0
WDAY,USA - Nasdaq,0
WDFC,USA - Nasdaq,0
WFRD,USA - Nasdaq,0
WING,USA - Nasdaq,0
WKHS,USA - Nasdaq,0
WLDN,USA - Nasdaq,0
WLFC,USA - Nasdaq,0
WORX,USA - Nasdaq,0
WPRT,USA - Nasdaq,0
WRAP,USA - Nasdaq,0
WSBC,USA - Nasdaq,0
WSFS,USA - Nasdaq,0
WTBA,USA - Nasdaq,0
WTFC,USA - Nasdaq,0
WULF,USA - Nasdaq,0
XAIR,USA - Nasdaq,0
XBIT,USA - Nasdaq,0
XCUR,USA - Nasdaq,0
XENE,USA - Nasdaq,0
XERS,USA - Nasdaq,0
XFOR,USA - Nasdaq,0
XNCR,USA - Nasdaq,0
XPEL,USA - Nasdaq,0
XRAY,USA - Nasdaq,0
XRPD,USA - Nasdaq,0
XTLB,USA - Nasdaq,0
XYLO,USA - Nasdaq,0
YELL,USA - Nasdaq,0
YGMZ,USA - Nasdaq,0
YORW,USA - Nasdaq,0
YTEN,USA - Nasdaq,0
ZETA,USA - Nasdaq,0
ZEUS,USA - Nasdaq,0
ZGNX,USA - Nasdaq,0
ZION,USA - Nasdaq,0
ZLAB,USA - Nasdaq,0
ZLTQ,USA - Nasdaq,0
ZMRK,USA - Nasdaq,0
ZNGA,USA - Nasdaq,0
ZPAY,USA - Nasdaq,0
ZS,USA - Nasdaq,0
ZUMZ,USA - Nasdaq,0
AIR.PA,Europe - France,1
AI.PA,Europe - France,1
ATO.PA,Europe - France,1
BNP.PA,Europe - France,1
EN.PA,Europe - France,1
CAP.PA,Europe - France,1
CA.PA,Europe - France,1
ACA.PA,Europe - France,1
DSY.PA,Europe - France,1
ENGI.PA,Europe - France,1
EL.PA,Europe - France,1
RMS.PA,Europe - France,1
KER.PA,Europe - France,1
LR.PA,Europe - France,1
OR.PA,Europe - France,1
MC.PA,Europe - France,1
ORA.PA,Europe - France,1
PUB.PA,Europe - France,1
RI.PA,Europe - France,1
RNO.PA,Europe - France,1
SAF.PA,Europe - France,1
SGO.PA,Europe - France,1
SAN.PA,Europe - France,1
SU.PA,Europe - France,1
GLE.PA,Europe - France,1
HO.PA,Europe - France,1
TTE.PA,Europe - France,1
VIE.PA,Europe - France,1
DG.PA,Europe - France,1
WLN.PA,Europe - France,1
ERF.PA,Europe - France,1
CS.PA,Europe - France,1
ALO.PA,Europe - France,1
MT.AS,Europe - France,1
STM.PA,Europe - France,1
ML.PA,Europe - France,1
SPIE.PA,Europe - France,1
COFA.PA,Europe - France,1
CNP.PA,Europe - France,1
ELIS.PA,Europe - France,1
GTT.PA,Europe - France,1
MMB.PA,Europe - France,1
UBI.PA,Europe - France,1
FNAC.PA,Europe - France,1
SRP.PA,Europe - France,1
REXEL.PA,Europe - France,0
TIKR.PA,Europe - France,0
CLAR.PA,Europe - France,0
SFCA.PA,Europe - France,0
ABCA.PA,Europe - France,0
APAM.PA,Europe - France,0
CBM.PA,Europe - France,0
DDOG.PA,Europe - France,0
FLNC.PA,Europe - France,0
GFC.PA,Europe - France,0
HEXAB.PA,Europe - France,0
IDP.PA,Europe - France,0
LOUP.PA,Europe - France,0
MERSEN.PA,Europe - France,0
MF.PA,Europe - France,0
MKEA.PA,Europe - France,0
NXEP.PA,Europe - France,0
OSE.PA,Europe - France,0
SAUR.PA,Europe - France,0
SBFP.PA,Europe - France,0
SEFER.PA,Europe - France,0
SMCP.PA,Europe - France,0
TRQ.PA,Europe - France,0
VNET.PA,Europe - France,0
BARN.PA,Europe - France,0
SAP.DE,Europe - Allemagne,1
SIE.DE,Europe - Allemagne,1
ALV.DE,Europe - Allemagne,1
MUV2.DE,Europe - Allemagne,1
BAYN.DE,Europe - Allemagne,1
BMW.DE,Europe - Allemagne,1
MBG.DE,Europe - Allemagne,1
RWE.DE,Europe - Allemagne,1
DTE.DE,Europe - Allemagne,1
BAS.DE,Europe - Allemagne,1
IFX.DE,Europe - Allemagne,1
MRK.DE,Europe - Allemagne,1
VOW3.DE,Europe - Allemagne,1
ADS.DE,Europe - Allemagne,1
DB1.DE,Europe - Allemagne,1
DHL.DE,Europe - Allemagne,1
EOAN.DE,Europe - Allemagne,1
FRE.DE,Europe - Allemagne,1
HEI.DE,Europe - Allemagne,1
HEN3.DE,Europe - Allemagne,1
LIN.DE,Europe - Allemagne,1
VNA.DE,Europe - Allemagne,1
ZAL.DE,Europe - Allemagne,1
DHER.DE,Europe - Allemagne,1
BEI.DE,Europe - Allemagne,1
ENR.DE,Europe - Allemagne,0
PAH3.DE,Europe - Allemagne,0
SRT3.DE,Europe - Allemagne,1
EVK.DE,Europe - Allemagne,1
HAB.DE,Europe - Allemagne,0
HLAG.DE,Europe - Allemagne,0
KGX.DE,Europe - Allemagne,0
LEG.DE,Europe - Allemagne,0
PSM.DE,Europe - Allemagne,0
PUM.DE,Europe - Allemagne,0
SGL.DE,Europe - Allemagne,1
TUI1.DE,Europe - Allemagne,0
WAF.DE,Europe - Allemagne,0
WCH.DE,Europe - Allemagne,0
MTX.DE,Europe - Allemagne,0
SHL.DE,Europe - Allemagne,0
HFG.DE,Europe - Allemagne,0
NDA.DE,Europe - Allemagne,0
CWC.DE,Europe - Allemagne,0
GXI.DE,Europe - Allemagne,0
AIXA.DE,Europe - Allemagne,0
ARWR.DE,Europe - Allemagne,0
BC8.DE,Europe - Allemagne,0
BNR.DE,Europe - Allemagne,0
BOSS.DE,Europe - Allemagne,0
CARL.DE,Europe - Allemagne,0
CLIQ.DE,Europe - Allemagne,0
COBA.DE,Europe - Allemagne,0
COK.DE,Europe - Allemagne,0
DEQ.DE,Europe - Allemagne,0
DIC.DE,Europe - Allemagne,0
DKGR.DE,Europe - Allemagne,0
DMRE.DE,Europe - Allemagne,0
DRW3.DE,Europe - Allemagne,0
DWNI.DE,Europe - Allemagne,0
ECK.DE,Europe - Allemagne,0
EING.DE,Europe - Allemagne,0
ELGX.DE,Europe - Allemagne,0
EMH.DE,Europe - Allemagne,0
EUTLX.DE,Europe - Allemagne,0
EVD.DE,Europe - Allemagne,0
FNTN.DE,Europe - Allemagne,0
G1A.DE,Europe - Allemagne,0
GBF.DE,Europe - Allemagne,0
GCPA.DE,Europe - Allemagne,0
GMM.DE,Europe - Allemagne,0
GNS.DE,Europe - Allemagne,0
GNTG.DE,Europe - Allemagne,0
GSC1.DE,Europe - Allemagne,0
HAEK.DE,Europe - Allemagne,0
HHFA.DE,Europe - Allemagne,0
HOT.DE,Europe - Allemagne,0
HYQ.DE,Europe - Allemagne,0
INH.DE,Europe - Allemagne,0
IONH.DE,Europe - Allemagne,0
JEN.DE,Europe - Allemagne,0
JUN3.DE,Europe - Allemagne,0
KNEBV.DE,Europe - Allemagne,0
KRPK.DE,Europe - Allemagne,0
KSC.DE,Europe - Allemagne,0
KWS.DE,Europe - Allemagne,0
LXS.DE,Europe - Allemagne,0
MDLZ.DE,Europe - Allemagne,0
MLP.DE,Europe - Allemagne,0
MRCG.DE,Europe - Allemagne,0
NDX1.DE,Europe - Allemagne,0
NOEJ.DE,Europe - Allemagne,0
NWO.DE,Europe - Allemagne,0
O2D.DE,Europe - Allemagne,0
OWTH.DE,Europe - Allemagne,0
PDXP.DE,Europe - Allemagne,0
PFV.DE,Europe - Allemagne,0
PSAN.DE,Europe - Allemagne,0
PTX.DE,Europe - Allemagne,0
PWO.DE,Europe - Allemagne,0
RAA.DE,Europe - Allemagne,0
RHMG.DE,Europe - Allemagne,0
RHM.DE,Europe - Allemagne,0
RIB.DE,Europe - Allemagne,0
RSL2.DE,Europe - Allemagne,0
S1O.DE,Europe - Allemagne,0
SANT.DE,Europe - Allemagne,0
SBFA.DE,Europe - Allemagne,0
SDX.DE,Europe - Allemagne,0
SFQN.DE,Europe - Allemagne,0
SFQ.DE,Europe - Allemagne,0
SGMS.DE,Europe - Allemagne,0
SIX2.DE,Europe - Allemagne,0
SKB.DE,Europe - Allemagne,0
SLT.DE,Europe - Allemagne,0
SMHN.DE,Europe - Allemagne,0
SPM.DE,Europe - Allemagne,0
SSPG.DE,Europe - Allemagne,0
STEN.DE,Europe - Allemagne,0
STX.DE,Europe - Allemagne,0
SYT.DE,Europe - Allemagne,0
TALG.DE,Europe - Allemagne,0
TAOP.DE,Europe - Allemagne,0
TCAG.DE,Europe - Allemagne,0
TCOM.DE,Europe - Allemagne,0
TGH.DE,Europe - Allemagne,0
TISG.DE,Europe - Allemagne,0
TLX.DE,Europe - Allemagne,0
TMV.DE,Europe - Allemagne,0
TQIA.DE,Europe - Allemagne,0
TRC.DE,Europe - Allemagne,0
TRNX.DE,Europe - Allemagne,0
UAG.DE,Europe - Allemagne,0
UBK.DE,Europe - Allemagne,0
UTDI.DE,Europe - Allemagne,0
VBK.DE,Europe - Allemagne,0
VK.DE,Europe - Allemagne,0
VOS.DE,Europe - Allemagne,0
WACKER.DE,Europe - Allemagne,0
WDP.DE,Europe - Allemagne,0
WKL.DE,Europe - Allemagne,0
WPC.DE,Europe - Allemagne,0
WUW.DE,Europe - Allemagne,0
ASML.AS,Europe - Benelux,1
INGA.AS,Europe - Benelux,1
PHIA.AS,Europe - Benelux,1
HEIA.AS,Europe - Benelux,1
NN.AS,Europe - Benelux,1
WKL.AS,Europe - Benelux,1
AKZA.AS,Europe - Benelux,1
UNA.AS,Europe - Benelux,1
IMCD.AS,Europe - Benelux,1
BESI.AS,Europe - Benelux,1
AMG.AS,Europe - Benelux,1
AALB.AS,Europe - Benelux,0
ADYEN.AS,Europe - Benelux,1
ARBN.AS,Europe - Benelux,0
DSMN.AS,Europe - Benelux,0
FLOW.AS,Europe - Benelux,0
FUGR.AS,Europe - Benelux,0
LIGHT.AS,Europe - Benelux,0
NSI.AS,Europe - Benelux,0
OCI.AS,Europe - Benelux,0
SBMO.AS,Europe - Benelux,0
TKWY.AS,Europe - Benelux,0
VPK.AS,Europe - Benelux,0
RAND.AS,Europe - Benelux,0
UCB.BR,Europe - Benelux,1
ABI.BR,Europe - Benelux,1
KBC.BR,Europe - Benelux,1
SOLB.BR,Europe - Benelux,1
COLR.BR,Europe - Benelux,1
GBLB.BR,Europe - Benelux,1
WDP.BR,Europe - Benelux,1
BEFB.BR,Europe - Benelux,0
BPOST.BR,Europe - Benelux,0
ELIA.BR,Europe - Benelux,0
GIMB.BR,Europe - Benelux,0
ACKB.BR,Europe - Benelux,0
GLPG.AS,Europe - Benelux,0
AEDIFICA.BR,Europe - Benelux,0
AGEAS.BR,Europe - Benelux,0
ARGX.BR,Europe - Benelux,0
BEVER.BR,Europe - Benelux,0
BIOC.BR,Europe - Benelux,0
CFE.BR,Europe - Benelux,0
DPAM.BR,Europe - Benelux,0
ELI.BR,Europe - Benelux,0
EXMAR.BR,Europe - Benelux,0
FLU.BR,Europe - Benelux,0
MOBI.BR,Europe - Benelux,0
QRF.BR,Europe - Benelux,0
SOFIN.BR,Europe - Benelux,0
TINC.BR,Europe - Benelux,0
VGP.BR,Europe - Benelux,0
XIOR.BR,Europe - Benelux,0
ITX.MC,Europe - Iberique,1
BBVA.MC,Europe - Iberique,1
SAN.MC,Europe - Iberique,1
TEF.MC,Europe - Iberique,1
IBE.MC,Europe - Iberique,1
REP.MC,Europe - Iberique,1
AMS.MC,Europe - Iberique,1
ELE.MC,Europe - Iberique,1
MAP.MC,Europe - Iberique,1
AENA.MC,Europe - Iberique,1
ACS.MC,Europe - Iberique,1
GRF.MC,Europe - Iberique,1
IAG.MC,Europe - Iberique,1
NTGY.MC,Europe - Iberique,1
ACX.MC,Europe - Iberique,0
BKIA.MC,Europe - Iberique,0
CIE.MC,Europe - Iberique,0
CLH.MC,Europe - Iberique,0
COL.MC,Europe - Iberique,0
ENG.MC,Europe - Iberique,0
FDR.MC,Europe - Iberique,0
FER.MC,Europe - Iberique,0
IDR.MC,Europe - Iberique,0
LOG.MC,Europe - Iberique,0
MEL.MC,Europe - Iberique,0
MRL.MC,Europe - Iberique,0
MTS.MC,Europe - Iberique,0
MVC.MC,Europe - Iberique,0
PHM.MC,Europe - Iberique,0
RED.MC,Europe - Iberique,0
RLIA.MC,Europe - Iberique,0
SAB.MC,Europe - Iberique,0
SLR.MC,Europe - Iberique,0
SOLARIA.MC,Europe - Iberique,0
TRE.MC,Europe - Iberique,0
UNI.MC,Europe - Iberique,0
VIS.MC,Europe - Iberique,0
ZOT.MC,Europe - Iberique,0
ATRP.MC,Europe - Iberique,0
ALNT.MC,Europe - Iberique,0
CAF.MC,Europe - Iberique,0
CABK.MC,Europe - Iberique,0
EDP.LS,Europe - Iberique,1
EDPR.LS,Europe - Iberique,1
GALP.LS,Europe - Iberique,1
JMT.LS,Europe - Iberique,1
NOS.LS,Europe - Iberique,0
NVG.LS,Europe - Iberique,0
SEM.LS,Europe - Iberique,0
SON.LS,Europe - Iberique,0
CTT.LS,Europe - Iberique,0
EGL.LS,Europe - Iberique,0
ENGI.LS,Europe - Iberique,0
MOTA.LS,Europe - Iberique,0
NBA.LS,Europe - Iberique,0
PHR.LS,Europe - Iberique,0
ENI.MI,Europe - Italie,1
ENEL.MI,Europe - Italie,1
ISP.MI,Europe - Italie,1
UCG.MI,Europe - Italie,1
LDO.MI,Europe - Italie,1
MB.MI,Europe - Italie,1
PRY.MI,Europe - Italie,1
A2A.MI,Europe - Italie,0
BAMI.MI,Europe - Italie,0
G.MI,Europe - Italie,0
MONC.MI,Europe - Italie,0
RACE.MI,Europe - Italie,0
SRG.MI,Europe - Italie,0
FCA.MI,Europe - Italie,0
AGL.MI,Europe - Italie,0
AMP.MI,Europe - Italie,0
BMPS.MI,Europe - Italie,0
BZU.MI,Europe - Italie,0
CNHI.MI,Europe - Italie,0
CPR.MI,Europe - Italie,0
CRG.MI,Europe - Italie,0
EXO.MI,Europe - Italie,0
FI.MI,Europe - Italie,0
GEO.MI,Europe - Italie,0
HER.MI,Europe - Italie,0
IG.MI,Europe - Italie,0
LOTTOMATICA.MI,Europe - Italie,0
PIRC.MI,Europe - Italie,0
PST.MI,Europe - Italie,0
REC.MI,Europe - Italie,0
STL.MI,Europe - Italie,0
TENAX.MI,Europe - Italie,0
TRN.MI,Europe - Italie,0
TIT.MI,Europe - Italie,0
BPE.MI,Europe - Italie,0
CASS.MI,Europe - Italie,0
DIA.MI,Europe - Italie,0
DIG.MI,Europe - Italie,0
ERG.MI,Europe - Italie,0
FALCK.MI,Europe - Italie,0
FBK.MI,Europe - Italie,0
FUL.MI,Europe - Italie,0
GVS.MI,Europe - Italie,0
IVG.MI,Europe - Italie,0
LU.MI,Europe - Italie,0
MARR.MI,Europe - Italie,0
MDBI.MI,Europe - Italie,0
MFE-A.MI,Europe - Italie,0
MUTUIONLINE.MI,Europe - Italie,0
PIAI.MI,Europe - Italie,0
PRM.MI,Europe - Italie,0
RAVE.MI,Europe - Italie,0
SFER.MI,Europe - Italie,0
SOL.MI,Europe - Italie,0
SOSI.MI,Europe - Italie,0
SPBMI.MI,Europe - Italie,0
SVIL.MI,Europe - Italie,0
TFI.MI,Europe - Italie,0
TIP.MI,Europe - Italie,0
TOD.MI,Europe - Italie,0
TSMG.MI,Europe - Italie,0
TXT.MI,Europe - Italie,0
UNI.MI,Europe - Italie,0
NESN.SW,Europe - Suisse,1
NOVN.SW,Europe - Suisse,1
ROG.SW,Europe - Suisse,1
ABBN.SW,Europe - Suisse,1
ZURN.SW,Europe - Suisse,1
UBSG.SW,Europe - Suisse,1
ADEN.SW,Europe - Suisse,1
ALC.SW,Europe - Suisse,1
GIVN.SW,Europe - Suisse,1
SIKA.SW,Europe - Suisse,1
SLHN.SW,Europe - Suisse,0
CFR.SW,Europe - Suisse,1
EMMN.SW,Europe - Suisse,0
GEBN.SW,Europe - Suisse,1
KNIN.SW,Europe - Suisse,1
PGHN.SW,Europe - Suisse,0
SCMN.SW,Europe - Suisse,0
TEMN.SW,Europe - Suisse,0
BALN.SW,Europe - Suisse,0
CSGN.SW,Europe - Suisse,0
SREN.SW,Europe - Suisse,0
LISN.SW,Europe - Suisse,0
HOLN.SW,Europe - Suisse,0
HELN.SW,Europe - Suisse,0
LOGN.SW,Europe - Suisse,0
VACN.SW,Europe - Suisse,0
CLTN.SW,Europe - Suisse,0
DKSH.SW,Europe - Suisse,0
EFGN.SW,Europe - Suisse,0
METN.SW,Europe - Suisse,0
SGKN.SW,Europe - Suisse,0
SGSN.SW,Europe - Suisse,0
SRENH.SW,Europe - Suisse,0
STMN.SW,Europe - Suisse,0
APGN.SW,Europe - Suisse,0
ARYN.SW,Europe - Suisse,0
BCGE.SW,Europe - Suisse,0
BCVN.SW,Europe - Suisse,0
BEKN.SW,Europe - Suisse,0
BLKB.SW,Europe - Suisse,0
BOBNN.SW,Europe - Suisse,0
BSKP.SW,Europe - Suisse,0
BUCN.SW,Europe - Suisse,0
BVZN.SW,Europe - Suisse,0
CALN.SW,Europe - Suisse,0
CERN.SW,Europe - Suisse,0
CICN.SW,Europe - Suisse,0
CMBN.SW,Europe - Suisse,0
COTN.SW,Europe - Suisse,0
CPGN.SW,Europe - Suisse,0
DESN.SW,Europe - Suisse,0
DOKA.SW,Europe - Suisse,0
DUFN.SW,Europe - Suisse,0
EDHN.SW,Europe - Suisse,0
EHTN.SW,Europe - Suisse,0
EMSN.SW,Europe - Suisse,0
FINN.SW,Europe - Suisse,0
FORN.SW,Europe - Suisse,0
FTON.SW,Europe - Suisse,0
GAVN.SW,Europe - Suisse,0
HBMN.SW,Europe - Suisse,0
HIAG.SW,Europe - Suisse,0
HUBN.SW,Europe - Suisse,0
IFCN.SW,Europe - Suisse,0
IINN.SW,Europe - Suisse,0
IMPN.SW,Europe - Suisse,0
INRN.SW,Europe - Suisse,0
JFIN.SW,Europe - Suisse,0
KARN.SW,Europe - Suisse,0
KEYN.SW,Europe - Suisse,0
KURN.SW,Europe - Suisse,0
LAHN.SW,Europe - Suisse,0
LEON.SW,Europe - Suisse,0
LINN.SW,Europe - Suisse,0
LKQN.SW,Europe - Suisse,0
LUKN.SW,Europe - Suisse,0
MBTN.SW,Europe - Suisse,0
MGNS.SW,Europe - Suisse,0
MOBN.SW,Europe - Suisse,0
MOZN.SW,Europe - Suisse,0
NBEN.SW,Europe - Suisse,0
OERL.SW,Europe - Suisse,0
ORXN.SW,Europe - Suisse,0
PATN.SW,Europe - Suisse,0
PEHN.SW,Europe - Suisse,0
PELN.SW,Europe - Suisse,0
PMAG.SW,Europe - Suisse,0
PSPN.SW,Europe - Suisse,0
PURN.SW,Europe - Suisse,0
RAHN.SW,Europe - Suisse,0
RAIN.SW,Europe - Suisse,0
RBBN.SW,Europe - Suisse,0
RIGN.SW,Europe - Suisse,0
ROSE.SW,Europe - Suisse,0
SABN.SW,Europe - Suisse,0
SCHP.SW,Europe - Suisse,0
SEHN.SW,Europe - Suisse,0
SENS.SW,Europe - Suisse,0
SFPN.SW,Europe - Suisse,0
SIGN.SW,Europe - Suisse,0
SKIN.SW,Europe - Suisse,0
SNBN.SW,Europe - Suisse,0
SOFN.SW,Europe - Suisse,0
SOON.SW,Europe - Suisse,0
STGN.SW,Europe - Suisse,0
STLN.SW,Europe - Suisse,0
TECN.SW,Europe - Suisse,0
TIBN.SW,Europe - Suisse,0
TOHN.SW,Europe - Suisse,0
UHRN.SW,Europe - Suisse,0
UNAX.SW,Europe - Suisse,0
UNON.SW,Europe - Suisse,0
VATN.SW,Europe - Suisse,0
VBSN.SW,Europe - Suisse,0
VETN.SW,Europe - Suisse,0
VIFN.SW,Europe - Suisse,0
VONN.SW,Europe - Suisse,0
